trade_id,timestamp_executed,delivery_start,delivery_end,direction,volume_mw,price_eur_mwh,plant_id,strategy,pnl_eur,trader_id,order_type,remit_reported
TRD-002272,2026-02-17T23:00:00Z,2026-02-17 23:00,2026-02-17 23:15,BUY,250,98.81,,ID_OPTIM,-2831.11,TR_SCHMIDT,LIMIT,True
TRD-002273,2026-02-18T04:00:00Z,2026-02-18 04:00,2026-02-18 04:15,SELL,200,67.61,ISAR_OCGT,ID_OPTIM,2402.63,TR_FISCHER,LIMIT,True
TRD-002274,2026-02-18T20:45:00Z,2026-02-18 20:45,2026-02-18 21:00,SELL,75,32.18,ISAR_OCGT,ID_OPTIM,-39.09,TR_MUELLER,LIMIT,True
TRD-002275,2026-02-18T19:00:00Z,2026-02-18 19:00,2026-02-18 19:15,SELL,25,102.3,BAYERN_SOLAR,DA_HEDGE,-301.0,TR_FISCHER,LIMIT,True
TRD-002276,2026-02-18T07:15:00Z,2026-02-18 07:15,2026-02-18 07:30,SELL,20,66.5,BAYERN_SOLAR,ID_OPTIM,2063.93,TR_WEBER,LIMIT,True
TRD-002277,2026-02-18T10:00:00Z,2026-02-18 10:00,2026-02-18 10:15,SELL,10,82.36,RHEIN_CCGT,DA_HEDGE,-810.89,TR_SCHMIDT,LIMIT,True
TRD-002278,2026-02-18T07:45:00Z,2026-02-18 07:45,2026-02-18 08:00,BUY,20,9.83,,BALANCING,-622.6,TR_FISCHER,LIMIT,True
TRD-002279,2026-02-18T10:15:00Z,2026-02-18 10:15,2026-02-18 10:30,BUY,380,72.65,,BALANCING,1010.71,TR_SCHMIDT,LIMIT,True
TRD-002280,2026-02-18T08:30:00Z,2026-02-18 08:30,2026-02-18 08:45,SELL,250,74.05,NORDSEE_WIND,ID_OPTIM,2872.76,TR_FISCHER,LIMIT,True
TRD-002281,2026-02-18T23:15:00Z,2026-02-18 23:15,2026-02-18 23:30,SELL,20,52.75,BAYERN_SOLAR,ID_OPTIM,-1547.48,TR_MUELLER,LIMIT,True
TRD-002282,2026-02-18T19:00:00Z,2026-02-18 19:00,2026-02-18 19:15,SELL,75,59.44,BAYERN_SOLAR,BALANCING,-1207.62,TR_SCHMIDT,LIMIT,True
TRD-002283,2026-02-18T22:30:00Z,2026-02-18 22:30,2026-02-18 22:45,SELL,200,58.11,NORDSEE_WIND,BALANCING,-622.72,TR_SCHMIDT,LIMIT,True
TRD-002284,2026-02-18T02:15:00Z,2026-02-18 02:15,2026-02-18 02:30,SELL,100,24.73,ISAR_OCGT,ID_OPTIM,4458.86,TR_MUELLER,LIMIT,True
TRD-002285,2026-02-18T00:15:00Z,2026-02-18 00:15,2026-02-18 00:30,SELL,380,63.1,ISAR_OCGT,SPREAD,2991.62,TR_FISCHER,ICEBERG,True
TRD-002286,2026-02-18T19:30:00Z,2026-02-18 19:30,2026-02-18 19:45,BUY,200,18.61,,ID_OPTIM,-1547.04,TR_MUELLER,ICEBERG,True
TRD-002287,2026-02-18T16:00:00Z,2026-02-18 16:00,2026-02-18 16:15,BUY,200,95.1,,ID_OPTIM,-1400.96,TR_FISCHER,MARKET,True
TRD-002288,2026-02-18T19:45:00Z,2026-02-18 19:45,2026-02-18 20:00,SELL,150,51.55,BAYERN_SOLAR,DA_HEDGE,-866.99,TR_SCHMIDT,MARKET,True
TRD-002289,2026-02-18T20:30:00Z,2026-02-18 20:30,2026-02-18 20:45,SELL,200,62.27,ISAR_OCGT,ID_OPTIM,1157.2,TR_FISCHER,LIMIT,True
TRD-002290,2026-02-18T18:30:00Z,2026-02-18 18:30,2026-02-18 18:45,SELL,250,106.21,BAYERN_SOLAR,DA_HEDGE,2649.5,TR_SCHMIDT,LIMIT,True
TRD-002291,2026-02-18T02:30:00Z,2026-02-18 02:30,2026-02-18 02:45,SELL,250,27.23,BAYERN_SOLAR,BALANCING,-3373.6,TR_WEBER,LIMIT,True
TRD-002292,2026-02-18T11:00:00Z,2026-02-18 11:00,2026-02-18 11:15,BUY,20,110.75,,SPREAD,-1282.18,TR_MUELLER,ICEBERG,True
TRD-002293,2026-02-18T00:30:00Z,2026-02-18 00:30,2026-02-18 00:45,BUY,50,58.1,,SPREAD,4954.04,TR_WEBER,LIMIT,True
TRD-002294,2026-02-18T00:45:00Z,2026-02-18 00:45,2026-02-18 01:00,SELL,25,59.94,ISAR_OCGT,ID_OPTIM,344.57,TR_MUELLER,LIMIT,True
TRD-002295,2026-02-18T19:45:00Z,2026-02-18 19:45,2026-02-18 20:00,SELL,150,91.89,NORDSEE_WIND,ID_OPTIM,-173.86,TR_MUELLER,MARKET,True
TRD-002296,2026-02-18T12:15:00Z,2026-02-18 12:15,2026-02-18 12:30,SELL,100,41.65,RHEIN_CCGT,ID_OPTIM,-5418.95,TR_SCHMIDT,LIMIT,True
TRD-002297,2026-02-18T11:45:00Z,2026-02-18 11:45,2026-02-18 12:00,SELL,25,85.66,BAYERN_SOLAR,ID_OPTIM,-695.87,TR_WEBER,LIMIT,True
TRD-002298,2026-02-18T20:45:00Z,2026-02-18 20:45,2026-02-18 21:00,SELL,150,53.69,BAYERN_SOLAR,ID_OPTIM,2201.06,TR_SCHMIDT,MARKET,True
TRD-002299,2026-02-18T16:30:00Z,2026-02-18 16:30,2026-02-18 16:45,BUY,250,68.78,,SPREAD,-1073.05,TR_SCHMIDT,LIMIT,True
TRD-002300,2026-02-18T18:45:00Z,2026-02-18 18:45,2026-02-18 19:00,BUY,25,57.07,,BALANCING,4042.11,TR_MUELLER,LIMIT,True
TRD-002301,2026-02-18T19:45:00Z,2026-02-18 19:45,2026-02-18 20:00,SELL,25,95.59,NORDSEE_WIND,DA_HEDGE,-5187.74,TR_SCHMIDT,MARKET,True
TRD-002302,2026-02-18T04:45:00Z,2026-02-18 04:45,2026-02-18 05:00,BUY,75,94.07,,ID_OPTIM,4447.02,TR_SCHMIDT,MARKET,True
TRD-002303,2026-02-18T20:45:00Z,2026-02-18 20:45,2026-02-18 21:00,SELL,50,86.26,RHEIN_CCGT,ID_OPTIM,-458.49,TR_MUELLER,LIMIT,True
TRD-002304,2026-02-18T03:30:00Z,2026-02-18 03:30,2026-02-18 03:45,SELL,200,26.43,RHEIN_CCGT,ID_OPTIM,-552.06,TR_MUELLER,LIMIT,True
TRD-002305,2026-02-18T03:00:00Z,2026-02-18 03:00,2026-02-18 03:15,SELL,100,24.35,ISAR_OCGT,DA_HEDGE,2582.77,TR_SCHMIDT,LIMIT,True
TRD-002306,2026-02-18T15:00:00Z,2026-02-18 15:00,2026-02-18 15:15,SELL,200,79.34,ISAR_OCGT,ID_OPTIM,774.42,TR_WEBER,LIMIT,True
TRD-002307,2026-02-18T20:15:00Z,2026-02-18 20:15,2026-02-18 20:30,BUY,380,63.72,,ID_OPTIM,1306.86,TR_FISCHER,LIMIT,True
TRD-002308,2026-02-18T00:45:00Z,2026-02-18 00:45,2026-02-18 01:00,SELL,250,49.54,ISAR_OCGT,ID_OPTIM,459.34,TR_FISCHER,LIMIT,True
TRD-002309,2026-02-18T09:15:00Z,2026-02-18 09:15,2026-02-18 09:30,SELL,50,86.31,NORDSEE_WIND,ID_OPTIM,1541.16,TR_MUELLER,LIMIT,True
TRD-002310,2026-02-19T04:30:00Z,2026-02-19 04:30,2026-02-19 04:45,SELL,50,87.07,RHEIN_CCGT,SPREAD,-1997.48,TR_FISCHER,LIMIT,True
TRD-002311,2026-02-19T16:45:00Z,2026-02-19 16:45,2026-02-19 17:00,SELL,100,77.2,NORDSEE_WIND,ID_OPTIM,3359.88,TR_SCHMIDT,LIMIT,True
TRD-002312,2026-02-19T05:15:00Z,2026-02-19 05:15,2026-02-19 05:30,SELL,250,62.28,NORDSEE_WIND,ID_OPTIM,-691.12,TR_WEBER,LIMIT,True
TRD-002313,2026-02-19T22:00:00Z,2026-02-19 22:00,2026-02-19 22:15,SELL,200,44.34,ISAR_OCGT,ID_OPTIM,4614.15,TR_FISCHER,LIMIT,True
TRD-002314,2026-02-19T08:45:00Z,2026-02-19 08:45,2026-02-19 09:00,BUY,250,77.9,,ID_OPTIM,1323.73,TR_MUELLER,LIMIT,True
TRD-002315,2026-02-19T21:15:00Z,2026-02-19 21:15,2026-02-19 21:30,SELL,50,62.3,ISAR_OCGT,SPREAD,-1106.14,TR_MUELLER,LIMIT,True
TRD-002316,2026-02-19T22:00:00Z,2026-02-19 22:00,2026-02-19 22:15,BUY,75,39.32,,SPREAD,222.62,TR_WEBER,LIMIT,True
TRD-002317,2026-02-19T03:45:00Z,2026-02-19 03:45,2026-02-19 04:00,SELL,25,45.41,ISAR_OCGT,ID_OPTIM,-1571.09,TR_MUELLER,LIMIT,True
TRD-002318,2026-02-19T14:00:00Z,2026-02-19 14:00,2026-02-19 14:15,BUY,100,86.93,,ID_OPTIM,-2473.37,TR_FISCHER,LIMIT,True
TRD-002319,2026-02-19T12:45:00Z,2026-02-19 12:45,2026-02-19 13:00,BUY,100,21.78,,BALANCING,4786.55,TR_WEBER,MARKET,True
TRD-002320,2026-02-19T12:30:00Z,2026-02-19 12:30,2026-02-19 12:45,BUY,200,107.24,,ID_OPTIM,1675.69,TR_MUELLER,LIMIT,True
TRD-002321,2026-02-19T14:15:00Z,2026-02-19 14:15,2026-02-19 14:30,SELL,25,89.87,ISAR_OCGT,BALANCING,-2786.84,TR_FISCHER,MARKET,True
TRD-002322,2026-02-19T20:30:00Z,2026-02-19 20:30,2026-02-19 20:45,SELL,200,40.34,ISAR_OCGT,DA_HEDGE,-5617.94,TR_WEBER,LIMIT,True
TRD-002323,2026-02-19T11:00:00Z,2026-02-19 11:00,2026-02-19 11:15,SELL,50,86.03,ISAR_OCGT,ID_OPTIM,-196.03,TR_WEBER,LIMIT,True
TRD-002324,2026-02-19T01:30:00Z,2026-02-19 01:30,2026-02-19 01:45,BUY,250,39.43,,ID_OPTIM,2548.96,TR_SCHMIDT,MARKET,True
TRD-002325,2026-02-19T09:00:00Z,2026-02-19 09:00,2026-02-19 09:15,SELL,10,97.34,ISAR_OCGT,SPREAD,-4304.15,TR_MUELLER,LIMIT,True
TRD-002326,2026-02-19T07:30:00Z,2026-02-19 07:30,2026-02-19 07:45,SELL,20,43.03,RHEIN_CCGT,SPREAD,-2871.7,TR_WEBER,ICEBERG,True
TRD-002327,2026-02-19T12:15:00Z,2026-02-19 12:15,2026-02-19 12:30,SELL,200,157.9,ISAR_OCGT,SPREAD,-684.87,TR_SCHMIDT,LIMIT,True
TRD-002328,2026-02-19T18:15:00Z,2026-02-19 18:15,2026-02-19 18:30,SELL,75,77.5,NORDSEE_WIND,ID_OPTIM,899.13,TR_SCHMIDT,LIMIT,True
TRD-002329,2026-02-19T02:00:00Z,2026-02-19 02:00,2026-02-19 02:15,SELL,100,56.43,RHEIN_CCGT,DA_HEDGE,3124.11,TR_SCHMIDT,LIMIT,True
TRD-002330,2026-02-19T08:30:00Z,2026-02-19 08:30,2026-02-19 08:45,SELL,25,25.29,NORDSEE_WIND,ID_OPTIM,-2444.89,TR_FISCHER,MARKET,True
TRD-002331,2026-02-19T14:15:00Z,2026-02-19 14:15,2026-02-19 14:30,SELL,75,84.62,RHEIN_CCGT,ID_OPTIM,4100.5,TR_MUELLER,LIMIT,True
TRD-002332,2026-02-19T09:30:00Z,2026-02-19 09:30,2026-02-19 09:45,SELL,150,84.02,NORDSEE_WIND,DA_HEDGE,800.46,TR_MUELLER,LIMIT,True
TRD-002333,2026-02-19T09:45:00Z,2026-02-19 09:45,2026-02-19 10:00,SELL,380,79.66,NORDSEE_WIND,ID_OPTIM,2694.78,TR_FISCHER,LIMIT,True
TRD-002334,2026-02-19T02:15:00Z,2026-02-19 02:15,2026-02-19 02:30,SELL,50,10.33,BAYERN_SOLAR,SPREAD,-1903.52,TR_SCHMIDT,LIMIT,True
TRD-002335,2026-02-19T04:00:00Z,2026-02-19 04:00,2026-02-19 04:15,SELL,10,55.4,RHEIN_CCGT,ID_OPTIM,-1288.55,TR_MUELLER,LIMIT,True
TRD-002336,2026-02-19T17:00:00Z,2026-02-19 17:00,2026-02-19 17:15,BUY,75,77.72,,SPREAD,-321.56,TR_MUELLER,ICEBERG,True
TRD-002337,2026-02-19T12:30:00Z,2026-02-19 12:30,2026-02-19 12:45,SELL,10,125.02,RHEIN_CCGT,SPREAD,453.58,TR_WEBER,ICEBERG,True
TRD-002338,2026-02-19T05:30:00Z,2026-02-19 05:30,2026-02-19 05:45,SELL,100,39.15,NORDSEE_WIND,SPREAD,-970.49,TR_FISCHER,LIMIT,True
TRD-002339,2026-02-19T05:00:00Z,2026-02-19 05:00,2026-02-19 05:15,SELL,75,90.74,BAYERN_SOLAR,BALANCING,3470.38,TR_FISCHER,LIMIT,True
TRD-002340,2026-02-19T07:30:00Z,2026-02-19 07:30,2026-02-19 07:45,SELL,50,54.55,ISAR_OCGT,SPREAD,-1908.26,TR_MUELLER,LIMIT,True
TRD-002341,2026-02-19T02:00:00Z,2026-02-19 02:00,2026-02-19 02:15,BUY,25,12.79,,ID_OPTIM,1096.27,TR_SCHMIDT,ICEBERG,True
TRD-002342,2026-02-19T23:30:00Z,2026-02-19 23:30,2026-02-19 23:45,SELL,20,73.1,ISAR_OCGT,BALANCING,-7049.53,TR_MUELLER,ICEBERG,True
TRD-002343,2026-02-19T16:00:00Z,2026-02-19 16:00,2026-02-19 16:15,BUY,50,78.89,,BALANCING,-2947.43,TR_MUELLER,MARKET,True
TRD-002344,2026-02-19T03:15:00Z,2026-02-19 03:15,2026-02-19 03:30,SELL,380,50.32,BAYERN_SOLAR,ID_OPTIM,-4909.97,TR_SCHMIDT,ICEBERG,True
TRD-002345,2026-02-19T06:45:00Z,2026-02-19 06:45,2026-02-19 07:00,SELL,380,82.08,ISAR_OCGT,SPREAD,413.05,TR_FISCHER,LIMIT,True
TRD-002346,2026-02-19T18:15:00Z,2026-02-19 18:15,2026-02-19 18:30,SELL,380,64.81,BAYERN_SOLAR,ID_OPTIM,4079.18,TR_FISCHER,MARKET,True
TRD-002347,2026-02-19T08:30:00Z,2026-02-19 08:30,2026-02-19 08:45,SELL,250,94.84,NORDSEE_WIND,ID_OPTIM,-1880.59,TR_SCHMIDT,LIMIT,True
TRD-002348,2026-02-19T04:45:00Z,2026-02-19 04:45,2026-02-19 05:00,SELL,150,42.95,RHEIN_CCGT,ID_OPTIM,4155.21,TR_FISCHER,LIMIT,True
TRD-002349,2026-02-19T06:45:00Z,2026-02-19 06:45,2026-02-19 07:00,SELL,20,82.77,RHEIN_CCGT,DA_HEDGE,1595.68,TR_SCHMIDT,MARKET,True
TRD-002350,2026-02-19T12:30:00Z,2026-02-19 12:30,2026-02-19 12:45,SELL,25,77.16,BAYERN_SOLAR,DA_HEDGE,-4341.34,TR_MUELLER,LIMIT,True
TRD-002351,2026-02-19T17:00:00Z,2026-02-19 17:00,2026-02-19 17:15,SELL,75,109.46,ISAR_OCGT,SPREAD,-965.71,TR_WEBER,LIMIT,True
TRD-002352,2026-02-19T20:15:00Z,2026-02-19 20:15,2026-02-19 20:30,SELL,200,25.99,ISAR_OCGT,ID_OPTIM,2358.92,TR_SCHMIDT,LIMIT,True
TRD-002353,2026-02-19T15:45:00Z,2026-02-19 15:45,2026-02-19 16:00,SELL,10,83.66,RHEIN_CCGT,BALANCING,2587.44,TR_FISCHER,MARKET,True
TRD-002354,2026-02-20T01:30:00Z,2026-02-20 01:30,2026-02-20 01:45,SELL,10,47.25,ISAR_OCGT,DA_HEDGE,-1075.77,TR_SCHMIDT,ICEBERG,True
TRD-002355,2026-02-20T23:15:00Z,2026-02-20 23:15,2026-02-20 23:30,SELL,250,43.6,NORDSEE_WIND,ID_OPTIM,1291.78,TR_MUELLER,MARKET,True
TRD-002356,2026-02-20T05:45:00Z,2026-02-20 05:45,2026-02-20 06:00,SELL,100,62.63,RHEIN_CCGT,ID_OPTIM,1771.7,TR_SCHMIDT,ICEBERG,True
TRD-002357,2026-02-20T21:15:00Z,2026-02-20 21:15,2026-02-20 21:30,SELL,100,53.39,RHEIN_CCGT,ID_OPTIM,-2608.86,TR_WEBER,LIMIT,True
TRD-002358,2026-02-20T14:30:00Z,2026-02-20 14:30,2026-02-20 14:45,SELL,250,107.5,ISAR_OCGT,ID_OPTIM,1434.25,TR_FISCHER,ICEBERG,True
TRD-002359,2026-02-20T20:00:00Z,2026-02-20 20:00,2026-02-20 20:15,SELL,20,72.92,RHEIN_CCGT,SPREAD,-1660.04,TR_FISCHER,LIMIT,True
TRD-002360,2026-02-20T08:15:00Z,2026-02-20 08:15,2026-02-20 08:30,BUY,150,91.52,,ID_OPTIM,-594.95,TR_MUELLER,LIMIT,True
TRD-002361,2026-02-20T02:00:00Z,2026-02-20 02:00,2026-02-20 02:15,BUY,50,47.3,,ID_OPTIM,-1391.06,TR_FISCHER,LIMIT,True
TRD-002362,2026-02-20T13:45:00Z,2026-02-20 13:45,2026-02-20 14:00,SELL,10,96.44,RHEIN_CCGT,DA_HEDGE,-2969.41,TR_WEBER,LIMIT,True
TRD-002363,2026-02-20T11:15:00Z,2026-02-20 11:15,2026-02-20 11:30,BUY,200,75.45,,SPREAD,-34.1,TR_FISCHER,LIMIT,True
TRD-002364,2026-02-20T04:00:00Z,2026-02-20 04:00,2026-02-20 04:15,BUY,20,31.86,,ID_OPTIM,3601.5,TR_MUELLER,LIMIT,True
TRD-002365,2026-02-20T02:45:00Z,2026-02-20 02:45,2026-02-20 03:00,BUY,380,65.89,,BALANCING,-2240.36,TR_FISCHER,ICEBERG,True
TRD-002366,2026-02-20T03:30:00Z,2026-02-20 03:30,2026-02-20 03:45,BUY,200,36.68,,ID_OPTIM,6464.38,TR_SCHMIDT,LIMIT,True
TRD-002367,2026-02-20T22:45:00Z,2026-02-20 22:45,2026-02-20 23:00,SELL,50,51.88,BAYERN_SOLAR,ID_OPTIM,1167.49,TR_MUELLER,ICEBERG,True
TRD-002368,2026-02-20T17:45:00Z,2026-02-20 17:45,2026-02-20 18:00,BUY,250,104.65,,ID_OPTIM,3898.21,TR_FISCHER,ICEBERG,True
TRD-002369,2026-02-20T08:00:00Z,2026-02-20 08:00,2026-02-20 08:15,SELL,20,81.03,NORDSEE_WIND,ID_OPTIM,743.25,TR_SCHMIDT,MARKET,True
TRD-002370,2026-02-20T17:00:00Z,2026-02-20 17:00,2026-02-20 17:15,SELL,25,88.2,BAYERN_SOLAR,SPREAD,1561.77,TR_MUELLER,MARKET,True
TRD-002371,2026-02-20T06:15:00Z,2026-02-20 06:15,2026-02-20 06:30,BUY,200,71.32,,BALANCING,3434.36,TR_FISCHER,LIMIT,True
TRD-002372,2026-02-20T06:15:00Z,2026-02-20 06:15,2026-02-20 06:30,SELL,100,60.94,BAYERN_SOLAR,SPREAD,-117.32,TR_WEBER,LIMIT,True
TRD-002373,2026-02-20T07:45:00Z,2026-02-20 07:45,2026-02-20 08:00,SELL,200,88.31,RHEIN_CCGT,ID_OPTIM,815.66,TR_WEBER,LIMIT,True
TRD-002374,2026-02-20T21:00:00Z,2026-02-20 21:00,2026-02-20 21:15,SELL,20,34.78,ISAR_OCGT,ID_OPTIM,820.42,TR_SCHMIDT,LIMIT,True
TRD-002375,2026-02-20T12:45:00Z,2026-02-20 12:45,2026-02-20 13:00,BUY,250,94.48,,ID_OPTIM,8416.15,TR_MUELLER,LIMIT,True
TRD-002376,2026-02-20T22:45:00Z,2026-02-20 22:45,2026-02-20 23:00,SELL,150,75.23,RHEIN_CCGT,SPREAD,286.23,TR_WEBER,ICEBERG,True
TRD-002377,2026-02-20T09:00:00Z,2026-02-20 09:00,2026-02-20 09:15,SELL,20,92.55,BAYERN_SOLAR,DA_HEDGE,-543.72,TR_SCHMIDT,LIMIT,True
TRD-002378,2026-02-20T22:45:00Z,2026-02-20 22:45,2026-02-20 23:00,BUY,20,64.27,,ID_OPTIM,-4092.84,TR_SCHMIDT,MARKET,True
TRD-002379,2026-02-20T13:15:00Z,2026-02-20 13:15,2026-02-20 13:30,BUY,25,101.11,,ID_OPTIM,2449.35,TR_WEBER,LIMIT,True
TRD-002380,2026-02-20T08:30:00Z,2026-02-20 08:30,2026-02-20 08:45,BUY,150,84.07,,SPREAD,-318.48,TR_MUELLER,LIMIT,True
TRD-002381,2026-02-20T03:45:00Z,2026-02-20 03:45,2026-02-20 04:00,SELL,250,61.13,BAYERN_SOLAR,ID_OPTIM,1397.48,TR_MUELLER,LIMIT,True
TRD-002382,2026-02-20T02:30:00Z,2026-02-20 02:30,2026-02-20 02:45,BUY,380,94.91,,ID_OPTIM,3533.08,TR_FISCHER,LIMIT,True
TRD-002383,2026-02-21T10:30:00Z,2026-02-21 10:30,2026-02-21 10:45,SELL,250,90.64,RHEIN_CCGT,SPREAD,3880.92,TR_MUELLER,LIMIT,True
TRD-002384,2026-02-21T11:00:00Z,2026-02-21 11:00,2026-02-21 11:15,SELL,380,79.68,ISAR_OCGT,BALANCING,3315.02,TR_WEBER,LIMIT,True
TRD-002385,2026-02-21T14:15:00Z,2026-02-21 14:15,2026-02-21 14:30,BUY,75,56.0,,SPREAD,1369.76,TR_WEBER,LIMIT,True
TRD-002386,2026-02-21T21:45:00Z,2026-02-21 21:45,2026-02-21 22:00,SELL,50,106.23,RHEIN_CCGT,DA_HEDGE,-4256.96,TR_SCHMIDT,MARKET,True
TRD-002387,2026-02-21T03:15:00Z,2026-02-21 03:15,2026-02-21 03:30,SELL,10,41.09,BAYERN_SOLAR,SPREAD,-166.15,TR_WEBER,LIMIT,True
TRD-002388,2026-02-21T16:30:00Z,2026-02-21 16:30,2026-02-21 16:45,SELL,25,157.75,ISAR_OCGT,ID_OPTIM,2859.77,TR_SCHMIDT,LIMIT,True
TRD-002389,2026-02-21T11:30:00Z,2026-02-21 11:30,2026-02-21 11:45,SELL,75,88.33,NORDSEE_WIND,BALANCING,-480.45,TR_SCHMIDT,LIMIT,True
TRD-002390,2026-02-21T21:45:00Z,2026-02-21 21:45,2026-02-21 22:00,BUY,250,56.57,,BALANCING,-103.94,TR_FISCHER,MARKET,True
TRD-002391,2026-02-21T18:00:00Z,2026-02-21 18:00,2026-02-21 18:15,BUY,380,47.28,,ID_OPTIM,4083.34,TR_SCHMIDT,MARKET,True
TRD-002392,2026-02-21T06:00:00Z,2026-02-21 06:00,2026-02-21 06:15,BUY,50,46.9,,ID_OPTIM,398.8,TR_FISCHER,MARKET,True
TRD-002393,2026-02-21T11:45:00Z,2026-02-21 11:45,2026-02-21 12:00,SELL,25,96.94,NORDSEE_WIND,DA_HEDGE,2773.28,TR_MUELLER,LIMIT,True
TRD-002394,2026-02-21T16:00:00Z,2026-02-21 16:00,2026-02-21 16:15,BUY,380,83.87,,ID_OPTIM,-2282.63,TR_MUELLER,LIMIT,True
TRD-002395,2026-02-21T03:15:00Z,2026-02-21 03:15,2026-02-21 03:30,BUY,380,91.07,,DA_HEDGE,6044.95,TR_FISCHER,ICEBERG,True
TRD-002396,2026-02-21T19:30:00Z,2026-02-21 19:30,2026-02-21 19:45,SELL,20,28.85,NORDSEE_WIND,ID_OPTIM,436.1,TR_WEBER,LIMIT,True
TRD-002397,2026-02-21T23:45:00Z,2026-02-21 23:45,2026-02-22 00:00,SELL,50,77.12,NORDSEE_WIND,DA_HEDGE,-2899.64,TR_SCHMIDT,ICEBERG,True
TRD-002398,2026-02-21T02:15:00Z,2026-02-21 02:15,2026-02-21 02:30,SELL,75,47.32,ISAR_OCGT,ID_OPTIM,-3998.18,TR_FISCHER,LIMIT,True
TRD-002399,2026-02-21T23:45:00Z,2026-02-21 23:45,2026-02-22 00:00,SELL,200,67.11,RHEIN_CCGT,ID_OPTIM,2354.59,TR_FISCHER,LIMIT,True
TRD-002400,2026-02-21T06:45:00Z,2026-02-21 06:45,2026-02-21 07:00,SELL,10,33.99,RHEIN_CCGT,SPREAD,-2941.35,TR_SCHMIDT,MARKET,True
TRD-002401,2026-02-21T21:30:00Z,2026-02-21 21:30,2026-02-21 21:45,BUY,100,77.44,,ID_OPTIM,824.34,TR_WEBER,LIMIT,True
TRD-002402,2026-02-21T14:30:00Z,2026-02-21 14:30,2026-02-21 14:45,BUY,100,161.16,,ID_OPTIM,4736.53,TR_WEBER,LIMIT,True
TRD-002403,2026-02-21T11:45:00Z,2026-02-21 11:45,2026-02-21 12:00,SELL,25,84.44,ISAR_OCGT,ID_OPTIM,-610.32,TR_SCHMIDT,LIMIT,True
TRD-002404,2026-02-21T22:30:00Z,2026-02-21 22:30,2026-02-21 22:45,SELL,150,60.31,NORDSEE_WIND,SPREAD,1138.26,TR_SCHMIDT,LIMIT,True
TRD-002405,2026-02-21T21:00:00Z,2026-02-21 21:00,2026-02-21 21:15,SELL,380,42.22,NORDSEE_WIND,ID_OPTIM,1444.77,TR_WEBER,LIMIT,True
TRD-002406,2026-02-21T14:15:00Z,2026-02-21 14:15,2026-02-21 14:30,SELL,100,83.97,ISAR_OCGT,BALANCING,-2816.69,TR_MUELLER,LIMIT,True
TRD-002407,2026-02-21T10:30:00Z,2026-02-21 10:30,2026-02-21 10:45,SELL,20,93.23,RHEIN_CCGT,BALANCING,4625.76,TR_FISCHER,ICEBERG,True
TRD-002408,2026-02-21T01:15:00Z,2026-02-21 01:15,2026-02-21 01:30,SELL,25,121.73,ISAR_OCGT,DA_HEDGE,-205.34,TR_SCHMIDT,LIMIT,True
TRD-002409,2026-02-22T19:30:00Z,2026-02-22 19:30,2026-02-22 19:45,BUY,75,46.79,,SPREAD,4329.5,TR_FISCHER,ICEBERG,True
TRD-002410,2026-02-22T05:15:00Z,2026-02-22 05:15,2026-02-22 05:30,SELL,100,70.19,ISAR_OCGT,SPREAD,-3950.24,TR_MUELLER,LIMIT,True
TRD-002411,2026-02-22T02:00:00Z,2026-02-22 02:00,2026-02-22 02:15,SELL,20,15.18,BAYERN_SOLAR,DA_HEDGE,43.92,TR_WEBER,LIMIT,True
TRD-002412,2026-02-22T01:30:00Z,2026-02-22 01:30,2026-02-22 01:45,SELL,250,49.66,BAYERN_SOLAR,BALANCING,-2222.29,TR_WEBER,ICEBERG,True
TRD-002413,2026-02-22T15:15:00Z,2026-02-22 15:15,2026-02-22 15:30,SELL,200,45.83,RHEIN_CCGT,ID_OPTIM,4441.27,TR_MUELLER,ICEBERG,True
TRD-002414,2026-02-22T19:00:00Z,2026-02-22 19:00,2026-02-22 19:15,BUY,10,100.52,,BALANCING,-766.21,TR_WEBER,ICEBERG,True
TRD-002415,2026-02-22T13:45:00Z,2026-02-22 13:45,2026-02-22 14:00,BUY,75,73.97,,BALANCING,-1863.46,TR_MUELLER,LIMIT,True
TRD-002416,2026-02-22T13:45:00Z,2026-02-22 13:45,2026-02-22 14:00,SELL,380,112.53,ISAR_OCGT,DA_HEDGE,1850.27,TR_MUELLER,LIMIT,True
TRD-002417,2026-02-22T12:45:00Z,2026-02-22 12:45,2026-02-22 13:00,SELL,25,85.38,ISAR_OCGT,ID_OPTIM,-2608.99,TR_MUELLER,MARKET,True
TRD-002418,2026-02-22T10:00:00Z,2026-02-22 10:00,2026-02-22 10:15,SELL,10,76.52,ISAR_OCGT,SPREAD,-1605.89,TR_MUELLER,LIMIT,True
TRD-002419,2026-02-22T10:30:00Z,2026-02-22 10:30,2026-02-22 10:45,SELL,75,64.28,NORDSEE_WIND,ID_OPTIM,1025.83,TR_FISCHER,LIMIT,True
TRD-002420,2026-02-22T15:30:00Z,2026-02-22 15:30,2026-02-22 15:45,BUY,100,107.05,,SPREAD,-961.49,TR_FISCHER,LIMIT,True
TRD-002421,2026-02-22T22:15:00Z,2026-02-22 22:15,2026-02-22 22:30,BUY,75,67.13,,ID_OPTIM,-1213.99,TR_SCHMIDT,ICEBERG,True
